Enzyme1	Enzyme2
MARK1	MARKPS24
MARK2	MARKPS24
MARK3	MARKPS24
MARK4	MARKPS24
MARKPS01	MARKPS24
MARKPS02	MARKPS24
MARKPS03	MARKPS24
MARKPS04	MARKPS24
MARKPS05	MARKPS24
MARKPS07	MARKPS24
MARKPS08	MARKPS24
MARKPS09	MARKPS24
MARKPS10	MARKPS24
MARKPS11	MARKPS24
MARKPS12	MARKPS24
MARKPS13	MARKPS24
MARKPS15	MARKPS24
MARKPS16	MARKPS24
MARKPS17	MARKPS24
MARKPS18	MARKPS24
MARKPS19	MARKPS24
MARKPS20	MARKPS24
MARKPS21	MARKPS24
MARKPS22	MARKPS24
MARKPS23	MARKPS24
MARKPS25	MARKPS24
MARKPS26	MARKPS24
MARKPS27	MARKPS24
MARKPS28	MARKPS24
MARKPS29	MARKPS24
MARKPS30	MARKPS24
MELK	MARKPS24
NIM1	MARKPS24
NUAK1	MARKPS24
NUAK2	MARKPS24
PASK	MARKPS24
QIK	MARKPS24
QSK	MARKPS24
SIK	MARKPS24
SNRK	MARKPS24
AMPKA1	MARKPS25
AMPKA2	MARKPS25
BRSK1	MARKPS25
BRSK2	MARKPS25
CHK1	MARKPS25
HUNK	MARKPS25
LKB1	MARKPS25
MARK1	MARKPS25
MARK2	MARKPS25
MARK3	MARKPS25
MARK4	MARKPS25
MARKPS01	MARKPS25
MARKPS02	MARKPS25
MARKPS03	MARKPS25
MARKPS04	MARKPS25
MARKPS05	MARKPS25
MARKPS07	MARKPS25
MARKPS08	MARKPS25
MARKPS09	MARKPS25
MARKPS10	MARKPS25
MARKPS11	MARKPS25
MARKPS12	MARKPS25
MARKPS13	MARKPS25
MARKPS15	MARKPS25
MARKPS16	MARKPS25
MARKPS17	MARKPS25
MARKPS18	MARKPS25
MARKPS19	MARKPS25
MARKPS20	MARKPS25
MARKPS21	MARKPS25
MARKPS22	MARKPS25
MARKPS23	MARKPS25
MARKPS24	MARKPS25
MARKPS26	MARKPS25
MARKPS27	MARKPS25
MARKPS28	MARKPS25
MARKPS29	MARKPS25
MARKPS30	MARKPS25
MELK	MARKPS25
NIM1	MARKPS25
NUAK1	MARKPS25
NUAK2	MARKPS25
PASK	MARKPS25
QIK	MARKPS25
QSK	MARKPS25
SIK	MARKPS25
SNRK	MARKPS25
AMPKA1	MARKPS26
AMPKA2	MARKPS26
BRSK1	MARKPS26
BRSK2	MARKPS26
CHK1	MARKPS26
HUNK	MARKPS26
LKB1	MARKPS26
MARK1	MARKPS26
MARK2	MARKPS26
MARK3	MARKPS26
MARK4	MARKPS26
MARKPS01	MARKPS26
MARKPS02	MARKPS26
MARKPS03	MARKPS26
MARKPS04	MARKPS26
MARKPS05	MARKPS26
MARKPS07	MARKPS26
MARKPS08	MARKPS26
MARKPS09	MARKPS26
MARKPS10	MARKPS26
MARKPS11	MARKPS26
MARKPS12	MARKPS26
MARKPS13	MARKPS26
MARKPS15	MARKPS26
MARKPS16	MARKPS26
MARKPS17	MARKPS26
MARKPS18	MARKPS26
MARKPS19	MARKPS26
MARKPS20	MARKPS26
MARKPS21	MARKPS26
MARKPS22	MARKPS26
MARKPS23	MARKPS26
MARKPS24	MARKPS26
MARKPS25	MARKPS26
MARKPS27	MARKPS26
MARKPS28	MARKPS26
MARKPS29	MARKPS26
MARKPS30	MARKPS26
MELK	MARKPS26
NIM1	MARKPS26
NUAK1	MARKPS26
NUAK2	MARKPS26
PASK	MARKPS26
QIK	MARKPS26
QSK	MARKPS26
SIK	MARKPS26
SNRK	MARKPS26
AMPKA1	MARKPS27
AMPKA2	MARKPS27
BRSK1	MARKPS27
BRSK2	MARKPS27
CHK1	MARKPS27
HUNK	MARKPS27
LKB1	MARKPS27
MARK1	MARKPS27
MARK2	MARKPS27
MARK3	MARKPS27
MARK4	MARKPS27
MARKPS01	MARKPS27
MARKPS02	MARKPS27
MARKPS03	MARKPS27
MARKPS04	MARKPS27
MARKPS05	MARKPS27
MARKPS07	MARKPS27
MARKPS08	MARKPS27
MARKPS09	MARKPS27
MARKPS10	MARKPS27
MARKPS11	MARKPS27
MARKPS12	MARKPS27
MARKPS13	MARKPS27
MARKPS15	MARKPS27
MARKPS16	MARKPS27
MARKPS17	MARKPS27
MARKPS18	MARKPS27
MARKPS19	MARKPS27
MARKPS20	MARKPS27
MARKPS21	MARKPS27
MARKPS22	MARKPS27
MARKPS23	MARKPS27
MARKPS24	MARKPS27
MARKPS25	MARKPS27
MARKPS26	MARKPS27
MARKPS28	MARKPS27
MARKPS29	MARKPS27
MARKPS30	MARKPS27
MELK	MARKPS27
NIM1	MARKPS27
NUAK1	MARKPS27
NUAK2	MARKPS27
PASK	MARKPS27
QIK	MARKPS27
QSK	MARKPS27
SIK	MARKPS27
SNRK	MARKPS27
AMPKA1	MARKPS28
AMPKA2	MARKPS28
BRSK1	MARKPS28
BRSK2	MARKPS28
CHK1	MARKPS28
HUNK	MARKPS28
LKB1	MARKPS28
MARK1	MARKPS28
MARK2	MARKPS28
MARK3	MARKPS28
MARK4	MARKPS28
MARKPS01	MARKPS28
MARKPS02	MARKPS28
MARKPS03	MARKPS28
MARKPS04	MARKPS28
MARKPS05	MARKPS28
MARKPS07	MARKPS28
MARKPS08	MARKPS28
MARKPS09	MARKPS28
MARKPS10	MARKPS28
MARKPS11	MARKPS28
MARKPS12	MARKPS28
MARKPS13	MARKPS28
MARKPS15	MARKPS28
MARKPS16	MARKPS28
MARKPS17	MARKPS28
MARKPS18	MARKPS28
MARKPS19	MARKPS28
MARKPS20	MARKPS28
MARKPS21	MARKPS28
MARKPS22	MARKPS28
MARKPS23	MARKPS28
MARKPS24	MARKPS28
MARKPS25	MARKPS28
MARKPS26	MARKPS28
MARKPS27	MARKPS28
MARKPS29	MARKPS28
MARKPS30	MARKPS28
MELK	MARKPS28
NIM1	MARKPS28
NUAK1	MARKPS28
NUAK2	MARKPS28
PASK	MARKPS28
QIK	MARKPS28
QSK	MARKPS28
SIK	MARKPS28
SNRK	MARKPS28
AMPKA1	MARKPS29
AMPKA2	MARKPS29
BRSK1	MARKPS29
BRSK2	MARKPS29
CHK1	MARKPS29
HUNK	MARKPS29
LKB1	MARKPS29
MARK1	MARKPS29
MARK2	MARKPS29
MARK3	MARKPS29
MARK4	MARKPS29
MARKPS01	MARKPS29
MARKPS02	MARKPS29
MARKPS03	MARKPS29
MARKPS04	MARKPS29
MARKPS05	MARKPS29
MARKPS07	MARKPS29
MARKPS08	MARKPS29
MARKPS09	MARKPS29
MARKPS10	MARKPS29
MARKPS11	MARKPS29
MARKPS12	MARKPS29
MARKPS13	MARKPS29
MARKPS15	MARKPS29
MARKPS16	MARKPS29
MARKPS17	MARKPS29
MARKPS18	MARKPS29
MARKPS19	MARKPS29
MARKPS20	MARKPS29
MARKPS21	MARKPS29
MARKPS22	MARKPS29
MARKPS23	MARKPS29
MARKPS24	MARKPS29
MARKPS25	MARKPS29
MARKPS26	MARKPS29
MARKPS27	MARKPS29
MARKPS28	MARKPS29
MARKPS30	MARKPS29
MELK	MARKPS29
NIM1	MARKPS29
NUAK1	MARKPS29
NUAK2	MARKPS29
PASK	MARKPS29
QIK	MARKPS29
QSK	MARKPS29
SIK	MARKPS29
SNRK	MARKPS29
AMPKA1	MARKPS30
AMPKA2	MARKPS30
BRSK1	MARKPS30
BRSK2	MARKPS30
CHK1	MARKPS30
HUNK	MARKPS30
LKB1	MARKPS30
MARK1	MARKPS30
MARK2	MARKPS30
MARK3	MARKPS30
MARK4	MARKPS30
MARKPS01	MARKPS30
MARKPS02	MARKPS30
MARKPS03	MARKPS30
MARKPS04	MARKPS30
MARKPS05	MARKPS30
MARKPS07	MARKPS30
MARKPS08	MARKPS30
MARKPS09	MARKPS30
MARKPS10	MARKPS30
MARKPS11	MARKPS30
MARKPS12	MARKPS30
MARKPS13	MARKPS30
MARKPS15	MARKPS30
MARKPS16	MARKPS30
MARKPS17	MARKPS30
MARKPS18	MARKPS30
MARKPS19	MARKPS30
MARKPS20	MARKPS30
MARKPS21	MARKPS30
MARKPS22	MARKPS30
MARKPS23	MARKPS30
MARKPS24	MARKPS30
MARKPS25	MARKPS30
MARKPS26	MARKPS30
MARKPS27	MARKPS30
MARKPS28	MARKPS30
MARKPS29	MARKPS30
MELK	MARKPS30
NIM1	MARKPS30
NUAK1	MARKPS30
NUAK2	MARKPS30
PASK	MARKPS30
QIK	MARKPS30
QSK	MARKPS30
SIK	MARKPS30
SNRK	MARKPS30
ADCK2	MAST1
ADCK3	MAST1
ALK	MAST1
BCKDK	MAST1
BCR	MAST1
BLVRA	MAST1
BRD2	MAST1
BRD3	MAST1
BRSK2	MAST1
BUB1	MAST1
CAMK2B	MAST1
CAMK4	MAST1
CASK	MAST1
CDC7	MAST1
CDK12	MAST1
CDK14	MAST1
CDK16	MAST1
CDK19	MAST1
CDK4	MAST1
CDK6	MAST1
CDK8	MAST1
CSNK2B	MAST1
DAPK2	MAST1
DDR2	MAST1
EGFR	MAST1
ENPP3	MAST1
EPHA1	MAST1
EPHA2	MAST1
EPHA3	MAST1
EPHA6	MAST1
EPHA7	MAST1
EPHA8	MAST1
EPHB1	MAST1
EPHB3	MAST1
ERBB2	MAST1
ERBB3	MAST1
FGFR1	MAST1
FGFR2	MAST1
FGFR3	MAST1
FGFR4	MAST1
FLT1	MAST1
FLT3	MAST1
GCK	MAST1
GSK3A	MAST1
GSK3B	MAST1
HCK	MAST1
ICK	MAST1
IRAK3	MAST1
IRAK4	MAST1
JAK1	MAST1
JAK3	MAST1
KDR	MAST1
KIT	MAST1
LATS2	MAST1
LCK	MAST1
LRRK1	MAST1
LTK	MAST1
LYN	MAST1
MAP2K1	MAST1
MAP2K7	MAST1
MAP3K1	MAST1
MAP3K6	MAST1
MAP3K7	MAST1
MAST2	MAST1
MAST3	MAST1
MAST4	MAST1
MASTL	MAST1
MELK	MAST1
MLKL	MAST1
MOS	MAST1
MYT1	MAST1
NEK2	MAST1
NME2	MAST1
NUAK2	MAST1
PAK1	MAST1
PAK2	MAST1
PAK3	MAST1
PAK4	MAST1
PASK	MAST1
PBK	MAST1
PDGFRA	MAST1
PDGFRB	MAST1
PDK1	MAST1
PIK3CD	MAST1
PIK3CG	MAST1
PIK3R4	MAST1
PIM2	MAST1
PKD1	MAST1
PLK1	MAST1
PLK4	MAST1
RAF1	MAST1
RET	MAST1
RIOK3	MAST1
RIPK1	MAST1
RIPK3	MAST1
ROR1	MAST1
ROR2	MAST1
SGK1	MAST1
SGK3	MAST1
SPEG	MAST1
TEC	MAST1
TESK2	MAST1
TGFBR2	MAST1
TTK	MAST1
VRK1	MAST1
WNK4	MAST1
ZAK	MAST1
ABL1	MAST2
ADCK2	MAST2
ADCK3	MAST2
AKT3	MAST2
ATM	MAST2
ATR	MAST2
AXL	MAST2
BAZ1B	MAST2
BCKDK	MAST2
BLK	MAST2
BMPR1A	MAST2
BRAF	MAST2
BRD2	MAST2
BRD3	MAST2
BRD4	MAST2
BTK	MAST2
BUB1	MAST2
CAMK2D	MAST2
CAMK2G	MAST2
CASK	MAST2
CDC7	MAST2
CDK10	MAST2
CDK11A	MAST2
CDK12	MAST2
CDK13	MAST2
CDK14	MAST2
CDK16	MAST2
CDK19	MAST2
CDK2	MAST2
CDK20	MAST2
CDK5	MAST2
CDK8	MAST2
CLK2	MAST2
CSK	MAST2
DAPK1	MAST2
DAPK2	MAST2
DAPK3	MAST2
DDR1	MAST2
DDR2	MAST2
DYRK1A	MAST2
DYRK2	MAST2
DYRK4	MAST2
EGFR	MAST2
EPHA1	MAST2
EPHA10	MAST2
EPHA4	MAST2
EPHA5	MAST2
EPHB2	MAST2
EPHB4	MAST2
EPHB6	MAST2
ERBB2	MAST2
ERBB4	MAST2
FASTK	MAST2
FES	MAST2
FGFR1	MAST2
FGFR2	MAST2
FGFR3	MAST2
FGFR4	MAST2
FGR	MAST2
FLT1	MAST2
FYN	MAST2
GAK	MAST2
GSK3B	MAST2
GTF2F1	MAST2
HIPK2	MAST2
ICK	MAST2
IGF1R	MAST2
INSR	MAST2
IRAK1	MAST2
IRAK3	MAST2
IRAK4	MAST2
JAK1	MAST2
JAK2	MAST2
JAK3	MAST2
LATS1	MAST2
LCK	MAST2
LIMK2	MAST2
LYN	MAST2
MAP2K1	MAST2
MAP2K2	MAST2
MAP2K3	MAST2
MAP2K4	MAST2
MAP2K5	MAST2
MAP2K6	MAST2
MAP2K7	MAST2
MAP3K3	MAST2
MAP3K4	MAST2
MAP3K5	MAST2
MAP3K6	MAST2
MAP4K4	MAST2
MAPKAPK2	MAST2
MAPKAPK5	MAST2
MARK1	MAST2
MARK2	MAST2
MARK3	MAST2
MARK4	MAST2
MAST1	MAST2
MAST3	MAST2
MAST4	MAST2
MASTL	MAST2
MELK	MAST2
MET	MAST2
MOK	MAST2
NEK1	MAST2
NEK2	MAST2
NEK4	MAST2
NEK7	MAST2
NEK9	MAST2
NLK	MAST2
NRBP2	MAST2
NRK	MAST2
NUAK1	MAST2
OSR1	MAST2
PAK1	MAST2
PAK2	MAST2
PAK4	MAST2
PDGFRB	MAST2
PDK1	MAST2
PHKG2	MAST2
PIK3R4	MAST2
PIKFYVE	MAST2
PIM1	MAST2
PIM2	MAST2
PIM3	MAST2
PINK1	MAST2
PKD1	MAST2
PKD2	MAST2
PKN1	MAST2
PKN2	MAST2
PKN3	MAST2
PLK1	MAST2
PRKAB1	MAST2
PRKX	MAST2
PSKH1	MAST2
RAF1	MAST2
RIOK3	MAST2
RIPK2	MAST2
ROCK1	MAST2
ROCK2	MAST2
ROR1	MAST2
ROR2	MAST2
RYK	MAST2
SGK1	MAST2
SGK2	MAST2
SLK	MAST2
SNRK	MAST2
SPEG	MAST2
SRC	MAST2
SRPK2	MAST2
SYK	MAST2
TAF1	MAST2
TGFBR2	MAST2
TIE1	MAST2
TLK1	MAST2
TLK2	MAST2
TRIO	MAST2
TRRAP	MAST2
TSSK2	MAST2
TTK	MAST2
TTN	MAST2
TYK2	MAST2
ULK2	MAST2
VRK1	MAST2
VRK2	MAST2
VRK3	MAST2
WEE1	MAST2
WNK1	MAST2
WNK4	MAST2
ACTR2	MAST3
ADCK3	MAST3
AKT1	MAST3
BAZ1B	MAST3
BCR	MAST3
BMPR1A	MAST3
BRD2	MAST3
BRD3	MAST3
BTK	MAST3
CAMK1G	MAST3
CAMK2A	MAST3
CAMK2B	MAST3
CAMK2G	MAST3
CAMKK2	MAST3
CDC7	MAST3
CDK11B	MAST3
CDK13	MAST3
CDK14	MAST3
CDK16	MAST3
CDK19	MAST3
CDK2	MAST3
CDK3	MAST3
CDK4	MAST3
CDK5	MAST3
CDK6	MAST3
CDK9	MAST3
CDKL3	MAST3
CDKL5	MAST3
COL4A3BP	MAST3
CSNK2B	MAST3
DAPK1	MAST3
DDR1	MAST3
DYRK1A	MAST3
DYRK2	MAST3
EPHA4	MAST3
EPHA6	MAST3
EPHB6	MAST3
ERBB3	MAST3
FER	MAST3
FGFR2	MAST3
FGR	MAST3
FRK	MAST3
FYN	MAST3
GSK3B	MAST3
HIPK3	MAST3
HSPA5	MAST3
IGF1R	MAST3
ILK	MAST3
INSR	MAST3
IRAK1	MAST3
IRAK3	MAST3
IRAK4	MAST3
ITK	MAST3
KDR	MAST3
KIT	MAST3
KSR2	MAST3
LCK	MAST3
LIMK2	MAST3
LYN	MAST3
MAP2K1	MAST3
MAP2K3	MAST3
MAP2K4	MAST3
MAP2K6	MAST3
MAP3K2	MAST3
MAP3K3	MAST3
MAP3K5	MAST3
MAP3K7	MAST3
MAPKAPK3	MAST3
MARK3	MAST3
MAST1	MAST3
MAST2	MAST3
MAST4	MAST3
MASTL	MAST3
MELK	MAST3
MET	MAST3
MYT1	MAST3
NEK10	MAST3
NEK11	MAST3
NEK2	MAST3
NEK7	MAST3
NME1	MAST3
NUAK1	MAST3
NUAK2	MAST3
PAK1	MAST3
PAK2	MAST3
PAK6	MAST3
PBK	MAST3
PDGFRA	MAST3
PDK1	MAST3
PIK3CD	MAST3
PIK3CG	MAST3
PINK1	MAST3
PKD2	MAST3
PKN3	MAST3
PLK1	MAST3
PLK2	MAST3
PLK4	MAST3
PRKX	MAST3
RIOK1	MAST3
RIOK3	MAST3
RIPK1	MAST3
RIPK3	MAST3
RNASEL	MAST3
SCYL3	MAST3
SGK1	MAST3
SGK3	MAST3
SGK494	MAST3
SMG1	MAST3
SRPK1	MAST3
SRPK2	MAST3
SYK	MAST3
TESK2	MAST3
TGFBR1	MAST3
TGM2	MAST3
TIE1	MAST3
TTK	MAST3
VRK2	MAST3
WEE1	MAST3
WNK1	MAST3
WNK4	MAST3
ZAK	MAST3
ZAP70	MAST3
AAK1	MAST4
ABL1	MAST4
ACTR2	MAST4
ADCK3	MAST4
AKT2	MAST4
AKT3	MAST4
ARAF	MAST4
ATM	MAST4
AXL	MAST4
BAZ1B	MAST4
BCR	MAST4
BLK	MAST4
BLVRA	MAST4
BMPR1A	MAST4
BMPR1B	MAST4
BMPR2	MAST4
BMX	MAST4
BRD2	MAST4
BUB1	MAST4
CAMK1D	MAST4
CAMK1G	MAST4
CAMK2B	MAST4
CAMK2D	MAST4
CAMK2G	MAST4
CAMKK1	MAST4
CASK	MAST4
CDK10	MAST4
CDK11A	MAST4
CDK12	MAST4
CDK13	MAST4
CDK19	MAST4
CDK4	MAST4
CDK5	MAST4
CDK6	MAST4
CDK7	MAST4
CDKL1	MAST4
CDKL2	MAST4
CDKL3	MAST4
CDKL5	MAST4
CLK3	MAST4
COL4A3BP	MAST4
DAPK1	MAST4
DAPK3	MAST4
DDR1	MAST4
DYRK1A	MAST4
DYRK2	MAST4
DYRK3	MAST4
DYRK4	MAST4
EEF2K	MAST4
EGFR	MAST4
EPHA1	MAST4
EPHA10	MAST4
EPHA2	MAST4
EPHA3	MAST4
EPHA4	MAST4
EPHA5	MAST4
EPHA6	MAST4
EPHA7	MAST4
EPHB1	MAST4
EPHB3	MAST4
EPHB4	MAST4
EPHB6	MAST4
ERBB2	MAST4
ERBB3	MAST4
ERBB4	MAST4
FAM20C	MAST4
FASTK	MAST4
FER	MAST4
FGFR1	MAST4
FGFR2	MAST4
FGFR3	MAST4
FGFR4	MAST4
FLT1	MAST4
FLT3	MAST4
FRK	MAST4
FYN	MAST4
GSK3B	MAST4
HIPK2	MAST4
HIPK3	MAST4
HSPA5	MAST4
ICK	MAST4
IGF1R	MAST4
INSR	MAST4
IRAK2	MAST4
JAK1	MAST4
JAK2	MAST4
JAK3	MAST4
KDR	MAST4
KIT	MAST4
KSR2	MAST4
LATS1	MAST4
LATS2	MAST4
LCK	MAST4
LIMK2	MAST4
LTK	MAST4
LYN	MAST4
MAK	MAST4
MAP2K3	MAST4
MAP2K4	MAST4
MAP2K6	MAST4
MAP3K2	MAST4
MAP3K3	MAST4
MAP3K5	MAST4
MAP3K8	MAST4
MAP4K4	MAST4
MAPKAPK2	MAST4
MARK1	MAST4
MARK3	MAST4
MAST1	MAST4
MAST2	MAST4
MAST3	MAST4
MASTL	MAST4
MET	MAST4
MLKL	MAST4
MST1	MAST4
MST4	MAST4
MYT1	MAST4
NEK1	MAST4
NEK10	MAST4
NEK11	MAST4
NEK2	MAST4
NEK6	MAST4
NEK9	MAST4
NIM1	MAST4
NLK	MAST4
NME1	MAST4
NUAK1	MAST4
NUAK2	MAST4
OSR1	MAST4
PAK1	MAST4
PAK6	MAST4
PDGFRA	MAST4
PDGFRB	MAST4
PDK1	MAST4
PIK3CA	MAST4
PIK3CD	MAST4
PIK3CG	MAST4
PIK3R4	MAST4
PIKFYVE	MAST4
PIM1	MAST4
PIM2	MAST4
PIM3	MAST4
PINK1	MAST4
PKD1	MAST4
PKD2	MAST4
PKN2	MAST4
PKN3	MAST4
PLK1	MAST4
PLK2	MAST4
PLK3	MAST4
PLK4	MAST4
PRKAB1	MAST4
PRKY	MAST4
RET	MAST4
RIOK1	MAST4
RIOK3	MAST4
RIPK1	MAST4
RIPK2	MAST4
RIPK3	MAST4
RNASEL	MAST4
ROCK1	MAST4
SCYL2	MAST4
SGK1	MAST4
SGK2	MAST4
SGK3	MAST4
SGK494	MAST4
SIK1	MAST4
SLK	MAST4
SMG1	MAST4
SNRK	MAST4
SPEG	MAST4
SRC	MAST4
SYK	MAST4
TBK1	MAST4
TESK2	MAST4
TGFBR1	MAST4
TGFBR2	MAST4
TGM2	MAST4
TIE1	MAST4
TLK1	MAST4
TLK2	MAST4
TNIK	MAST4
TNK1	MAST4
TRIO	MAST4
TTBK2	MAST4
TTK	MAST4
TTN	MAST4
TYK2	MAST4
ULK1	MAST4
ULK2	MAST4
WEE1	MAST4
WNK4	MAST4
ZAK	MAST4
ZAP70	MAST4
AAK1	MASTL
ABL1	MASTL
ACTR2	MASTL
ADCK2	MASTL
ADCK3	MASTL
ADCK4	MASTL
AKT3	MASTL
ALK	MASTL
ATM	MASTL
ATR	MASTL
AXL	MASTL
BAZ1B	MASTL
BCKDK	MASTL
BCR	MASTL
BMPR1A	MASTL
BMPR2	MASTL
BMX	MASTL
BRAF	MASTL
BRD2	MASTL
BRSK1	MASTL
BTK	MASTL
BUB1	MASTL
CAMK1D	MASTL
CAMK2D	MASTL
CAMK4	MASTL
CAMKK1	MASTL
CAMKK2	MASTL
CASK	MASTL
CDC7	MASTL
CDK12	MASTL
CDK13	MASTL
CDK14	MASTL
CDK19	MASTL
CDK2	MASTL
CDK20	MASTL
CDK3	MASTL
CDK4	MASTL
CDK5	MASTL
CDK6	MASTL
CDK7	MASTL
CDK8	MASTL
CDK9	MASTL
CDKL4	MASTL
CDKL5	MASTL
CLK3	MASTL
COL4A3BP	MASTL
CSK	MASTL
CSNK2B	MASTL
DAPK1	MASTL
DAPK3	MASTL
DDR1	MASTL
DDR2	MASTL
DYRK1A	MASTL
DYRK2	MASTL
DYRK3	MASTL
EGFR	MASTL
EPHA2	MASTL
EPHA4	MASTL
EPHA5	MASTL
EPHA6	MASTL
EPHA7	MASTL
EPHB1	MASTL
EPHB2	MASTL
EPHB4	MASTL
ERBB3	MASTL
FASTK	MASTL
FGFR2	MASTL
FGFR3	MASTL
FGFR4	MASTL
FYN	MASTL
GAK	MASTL
GSK3B	MASTL
HCK	MASTL
HIPK1	MASTL
HIPK2	MASTL
HSPA5	MASTL
ICK	MASTL
IGF1R	MASTL
INSR	MASTL
IRAK1	MASTL
IRAK2	MASTL
ITK	MASTL
JAK1	MASTL
JAK2	MASTL
KDR	MASTL
LATS2	MASTL
LIMK1	MASTL
LIMK2	MASTL
LYN	MASTL
MAK	MASTL
MAP2K1	MASTL
MAP2K2	MASTL
MAP2K3	MASTL
MAP2K4	MASTL
MAP2K6	MASTL
MAP3K2	MASTL
MAP3K3	MASTL
MAP3K4	MASTL
MAP3K5	MASTL
MAP3K7	MASTL
MAP3K8	MASTL
MAPKAPK3	MASTL
MARK1	MASTL
MARK3	MASTL
MAST1	MASTL
MAST2	MASTL
MAST3	MASTL
MAST4	MASTL
MELK	MASTL
MET	MASTL
MLKL	MASTL
MST4	MASTL
NEK2	MASTL
NEK3	MASTL
NEK4	MASTL
NEK6	MASTL
NEK7	MASTL
NEK8	MASTL
NME1	MASTL
NME2	MASTL
NRBP1	MASTL
NUAK1	MASTL
NUAK2	MASTL
OSR1	MASTL
PAK1	MASTL
PAK2	MASTL
PAK3	MASTL
PAK4	MASTL
PAK6	MASTL
PASK	MASTL
PBK	MASTL
PDGFRA	MASTL
PDK1	MASTL
PIK3CB	MASTL
PIK3CD	MASTL
PIK3CG	MASTL
PIM1	MASTL
PIM2	MASTL
PINK1	MASTL
PKN1	MASTL
PKN2	MASTL
PLK1	MASTL
PLK2	MASTL
PLK3	MASTL
PLK4	MASTL
RAF1	MASTL
RET	MASTL
RIOK1	MASTL
RIOK2	MASTL
RIOK3	MASTL
RIPK2	MASTL
RIPK3	MASTL
RNASEL	MASTL
ROCK1	MASTL
ROCK2	MASTL
ROR1	MASTL
SCYL2	MASTL
SGK1	MASTL
SGK196	MASTL
SGK2	MASTL
SGK223	MASTL
SGK3	MASTL
SGK494	MASTL
SIK1	MASTL
SLK	MASTL
SMG1	MASTL
SPEG	MASTL
SRC	MASTL
SRM	MASTL
SRPK1	MASTL
SRPK2	MASTL
STK33	MASTL
SYK	MASTL
TAF1	MASTL
TBK1	MASTL
TESK1	MASTL
TESK2	MASTL
TGFBR1	MASTL
TGM2	MASTL
TLK1	MASTL
TLK2	MASTL
TNIK	MASTL
TRIO	MASTL
TTK	MASTL
TTN	MASTL
TXK	MASTL
TYRO3	MASTL
ULK1	MASTL
ULK2	MASTL
ULK3	MASTL
VRK1	MASTL
VRK2	MASTL
VRK3	MASTL
WEE1	MASTL
ZAK	MASTL
ACTR2	MELK
ADCK2	MELK
ADCK3	MELK
AKT1	MELK
AKT3	MELK
AMPKA1	MELK
AMPKA2	MELK
ARAF	MELK
ATM	MELK
ATR	MELK
AXL	MELK
BAZ1B	MELK
BCKDK	MELK
BCR	MELK
BLK	MELK
BLVRA	MELK
BMPR1A	MELK
BMPR1B	MELK
BMPR2	MELK
BRAF	MELK
BRD2	MELK
BRD3	MELK
BRSK1	MELK
BRSK2	MELK
BTK	MELK
BUB1	MELK
CAMK1D	MELK
CAMK2D	MELK
CAMK2G	MELK
CAMKK2	MELK
CASK	MELK
CDC7	MELK
CDK11B	MELK
CDK12	MELK
CDK13	MELK
CDK16	MELK
CDK19	MELK
CDK2	MELK
CDK20	MELK
CDK4	MELK
CDK6	MELK
CDK7	MELK
CDK8	MELK
CDK9	MELK
CDKL5	MELK
CHK1	MELK
CLK1	MELK
CLK3	MELK
CLK4	MELK
COL4A3BP	MELK
CSK	MELK
CSNK2B	MELK
DAPK1	MELK
DAPK3	MELK
DDR1	MELK
DDR2	MELK
DYRK1A	MELK
DYRK2	MELK
DYRK3	MELK
EGFR	MELK
ENPP3	MELK
EPHA2	MELK
EPHA3	MELK
EPHA4	MELK
EPHA5	MELK
EPHB2	MELK
EPHB3	MELK
EPHB4	MELK
EPHB6	MELK
ERBB2	MELK
ERBB3	MELK
ERBB4	MELK
FGFR1	MELK
FGFR2	MELK
FGFR3	MELK
FGFR4	MELK
FGR	MELK
FLT1	MELK
FYN	MELK
GAK	MELK
GSK3B	MELK
HCK	MELK
HIPK1	MELK
HIPK2	MELK
HIPK3	MELK
HSPA5	MELK
HUNK	MELK
IGF1R	MELK
INSR	MELK
IRAK1	MELK
IRAK2	MELK
IRAK3	MELK
IRAK4	MELK
ITK	MELK
JAK1	MELK
JAK2	MELK
JAK3	MELK
KIT	MELK
LCK	MELK
LIMK1	MELK
LKB1	MELK
LTK	MELK
LYN	MELK
MAP2K1	MELK
MAP2K2	MELK
MAP2K3	MELK
MAP2K4	MELK
MAP2K6	MELK
MAP3K2	MELK
MAP3K3	MELK
MAP3K4	MELK
MAP3K5	MELK
MAP3K7	MELK
MAP3K8	MELK
MAP4K4	MELK
MAPKAPK3	MELK
MAPKAPK5	MELK
MARK1	MELK
MARK2	MELK
MARK3	MELK
MARK4	MELK
MARKPS01	MELK
MARKPS02	MELK
MARKPS03	MELK
MARKPS04	MELK
MARKPS05	MELK
MARKPS07	MELK
MARKPS08	MELK
MARKPS09	MELK
MARKPS10	MELK
MARKPS11	MELK
MARKPS12	MELK
MARKPS13	MELK
MARKPS15	MELK
MARKPS16	MELK
MARKPS17	MELK
MARKPS18	MELK
MARKPS19	MELK
MARKPS20	MELK
MARKPS21	MELK
MARKPS22	MELK
MARKPS23	MELK
MARKPS24	MELK
MARKPS25	MELK
MARKPS26	MELK
MARKPS27	MELK
MARKPS28	MELK
MARKPS29	MELK
MARKPS30	MELK
MAST1	MELK
MAST2	MELK
MAST3	MELK
MASTL	MELK
MET	MELK
MLKL	MELK
MOK	MELK
MST4	MELK
